"Y","X1","X2"
22.4688951160309,5,1
29.6868060303425,4,1
23.4873734429314,4,1
21.2560836343075,4,1
17.066292779344,1,1
25.2336790339987,2,1
23.3527495442595,4,1
23.243725839126,2,1
19.332997897698,2,1
17.175405259016,5,1
14.080068102555,1,1
18.0323249211702,1,1
16.1956605234623,2,1
21.5609793292281,5,1
25.273335640014,5,1
21.9391535936697,2,1
28.3906147997838,2,1
24.6988459291322,3,1
20.1013532643942,4,1
19.4391344509106,1,1
15.0648095772035,2,1
19.3967392356434,3,1
11.4689035619421,4,1
17.0950812904557,2,1
14.3541205391622,4,1
20.1416111584672,2,1
13.3546133103665,5,1
17.5325862476791,1,1
27.4363757859442,5,1
24.3342456586457,5,1
17.7839827808423,4,1
14.7389967085903,5,1
22.0118383953008,2,1
16.4161249680802,3,1
11.9787163673685,3,1
11.5613604034262,3,1
22.4570299413129,5,1
13.2928237536079,1,1
14.6672079065466,3,1
27.3666661221889,4,1
16.0381296529078,2,1
21.1830404473255,2,1
23.3951792612792,3,1
22.2118389294695,3,1
16.2367212584158,1,1
18.8405967378283,2,1
17.5980831037371,4,1
19.254823119044,1,1
15.9092105063042,3,1
14.6891869510168,3,1
21.4944661128071,1,1
25.2323957899553,4,1
24.2379828840413,4,1
21.3556073177292,3,1
18.9563759550292,4,1
27.4657097815417,2,1
24.4713964470404,3,1
20.2227557231063,4,1
13.3558568704675,1,1
20.9529038812356,3,1
19.2133116640432,3,1
15.3500124526871,1,1
17.3822822982721,4,1
25.313397231837,3,1
36.5773647772168,5,0
20.2171396757795,4,1
22.7976238075392,2,1
23.8331470301192,4,1
20.7276737247821,1,1
22.4313903517447,4,1
20.1053272243047,2,1
17.5126566095608,1,1
26.9399129423781,4,1
15.5899560788167,3,1
23.8688278471343,5,1
18.0271139908438,3,1
18.6335492306911,5,1
13.8107288686166,4,1
18.7718544108277,2,1
23.1335494414534,4,1
21.4082826795107,4,1
22.3304866862735,1,1
19.8579051590325,4,1
20.5150501586217,2,1
16.9836762251097,4,1
14.8408951214312,2,1
13.4438374532277,4,1
16.6532884791298,3,1
24.7438549751855,2,1
25.64189556402,1,1
24.1210268447158,1,1
18.8320044289468,5,1
14.7899304548284,1,1
21.3721574154031,3,1
18.1865954336168,3,1
26.5070798921407,1,1
21.5456464476408,1,1
19.7021443510361,2,1
25.8498621772183,3,1
19.2791490308888,3,1
30.2426467139863,3,1
13.3253467131442,1,1
19.9322691597222,4,1
16.2178510541381,1,1
19.5518288169108,4,1
18.611557987188,2,1
23.337792082802,4,1
18.3765225734029,5,1
34.0522271056957,5,0
25.1184627225869,5,1
24.4489845113032,1,1
21.5443632897423,4,1
7.35296948011593,1,1
18.4723437343934,1,1
26.1734589391449,4,1
14.4867649487296,2,1
15.6050078302634,5,1
11.5032302449202,3,1
22.5576325776227,2,1
20.3013974347951,2,1
20.4632452434303,4,1
23.8138237190671,4,1
13.5820471192143,2,1
16.3439018433491,2,1
14.8867998423123,1,1
27.6256178965086,2,1
14.5320187465504,4,1
25.1925119510326,1,1
22.5368192158308,3,1
14.544888302336,2,1
21.3660045001351,4,1
17.3451415856645,4,1
19.8207549658118,2,1
20.6210123860323,1,1
24.0997622037804,5,1
17.3331115778618,5,1
19.8177339097469,4,1
27.2635028781762,5,1
8.65643972567661,3,1
9.54122893943255,4,1
18.172379372268,3,1
23.5727263085673,1,1
19.3797989708917,5,1
23.8340972600638,1,1
14.5302524416727,4,1
21.564300066102,4,1
21.6414810259975,3,1
14.6460411215009,4,1
21.0781077032343,1,1
30.5761661423613,1,1
21.9847791119541,5,1
23.8140712662232,1,1
24.8900802016418,4,1
29.9666180183855,2,1
26.0387416127623,2,1
22.2379887732699,4,1
16.5424107881891,1,1
19.4836583756988,2,1
19.0465325575073,1,1
19.9076981484499,2,1
20.8876457965693,4,1
27.61291253299,2,1
17.8420800544942,5,1
25.1811057727392,4,1
26.380633157714,3,1
17.4860916820371,2,1
15.3294032698318,1,1
19.9495869006505,1,1
20.0452012204357,5,1
11.4086961744455,4,1
20.0694650142786,4,1
30.8230698500225,5,1
21.9484698341256,3,1
16.0186177701964,5,1
13.3399455132428,3,1
21.3278640973441,5,1
30.9458780731189,5,1
18.0435966215125,5,1
10.61177266842,1,1
22.2578824818461,1,1
19.0414643236982,2,1
17.6486046775183,4,1
15.7817437379283,1,1
23.1028502289595,1,1
22.2753114982826,5,1
28.0526534098815,3,1
14.0466292797471,4,1
19.8873493611365,4,1
25.2137194852976,5,1
23.0326683227584,1,1
25.0087961461474,2,1
10.7079242646136,2,1
10.83766729258,5,1
16.8772420440224,4,1
22.5140766652061,3,1
17.6496263910443,1,1
19.8092294800745,2,1
16.6471618347192,4,1
20.9980160827529,4,1
24.8840722349529,5,1
19.6657740747093,3,1
24.0402306575427,5,1
23.184413765717,2,1
18.3684747436319,2,1
22.2191286864307,2,1
25.6662759881568,1,1
26.0388046646553,2,1
18.2475592319801,2,1
19.6100732622988,3,1
18.5099112546006,1,1
16.8055092807636,3,1
24.509926212218,2,1
30.118326010074,4,1
27.903861808341,1,1
22.4391776461816,5,1
24.5858441701533,4,1
18.6648075871705,5,1
14.8107283322141,5,1
16.2235534904948,4,1
27.716700527667,1,1
19.7131585741067,3,1
28.5792891455315,4,1
21.631204659973,1,1
13.2858110838842,3,1
23.410002985542,4,1
11.7193088361223,4,1
17.3108113502401,2,1
12.472616065811,5,1
17.9714020888436,1,1
22.2337746196277,5,1
17.8098383379497,3,1
27.3996329004939,3,1
14.4813580996317,4,1
27.7670253948753,5,1
25.490640219337,3,1
23.4195023317874,3,1
21.5620713332252,4,1
17.2639693752357,1,1
20.1025437867945,2,1
22.8404955162451,5,1
20.5144528378947,4,1
12.0168140559316,4,1
19.6962784882988,2,1
16.7654465028376,3,1
22.9605813863375,3,1
21.0013966312553,2,1
20.4390935585863,4,1
12.9718193971839,2,1
19.2162663305279,4,1
19.4977288792763,3,1
17.6855096392812,2,1
14.7125572850589,4,1
17.8721071044539,4,1
13.9638997018729,1,1
24.8181043279557,4,1
32.5525464784924,1,0
15.9491296179985,3,1
20.590206781193,4,1
21.867509658807,3,1
15.2148365137452,3,1
26.9420983993174,1,1
16.2941224499255,2,1
15.8847580384088,3,1
22.4153385727794,5,1
20.6856734537141,4,1
12.9847239648835,3,1
14.5048042577014,2,1
22.6272964632258,2,1
18.2677172182912,1,1
16.1283360627009,4,1
20.5202725328312,3,1
22.1748136327701,3,1
24.0191967921068,5,1
20.6647961526465,3,1
14.3523959534335,4,1
25.5459500476664,3,1
21.7902176448261,4,1
22.274022868887,5,1
14.8605532950512,4,1
25.0362943410685,4,1
17.3619482729268,2,1
10.6546201472338,3,1
15.1831343127105,3,1
21.907248340379,5,1
19.6741585394062,3,1
14.1762464008722,4,1
19.9152079331454,1,1
25.2205140078558,1,1
27.721581159268,4,1
21.0918634948266,2,1
22.3692235258055,2,1
18.2353568624867,2,1
11.5881111761662,4,1
21.5835548624996,5,1
24.4788800319146,1,1
22.135430281561,4,1
13.1830292562504,3,1
18.721363556544,1,1
19.0085829656665,2,1
24.1902633963869,5,1
20.7517105980624,1,1
22.0513030167064,2,1
19.6651672263241,1,1
18.7274519900451,5,1
15.9687418680248,5,1
29.7468024938951,2,1
14.9149111512688,3,1
18.3936275538424,5,1
15.9985017278983,1,1
23.2037952304037,2,1
18.0346319364646,3,1
21.1588792920859,3,1
21.6253500645143,3,1
23.59407741368,2,1
22.8647795304905,3,1
30.1765471357987,2,1
21.7679349038747,1,1
12.4531214251495,1,1
18.3585837477656,3,1
20.9763948293227,2,1
15.4377851105602,5,1
30.0506979560583,5,1
24.7094292558948,3,1
19.6422196133514,2,1
15.5083240770175,1,1
22.8699173578493,2,1
26.135593065587,4,1
26.6651477989626,3,1
20.3311132239756,1,1
14.9280781082261,3,1
25.7906018653936,4,1
13.2960274492275,3,1
6.72286133216351,2,1
14.8319159340643,5,1
22.4759335059182,2,1
19.7863138756164,1,1
19.3311153259002,5,1
22.170720964335,3,1
10.3565213977958,3,1
18.7418610772246,4,1
18.5089256687953,1,1
14.870976348896,1,1
23.3897201936467,3,1
19.5814247334627,5,1
21.4179289043885,3,1
27.5755170282736,1,1
25.8578054403667,1,1
19.3572968509093,1,1
11.8793084361227,5,1
13.1357425862605,5,1
20.5274878648588,4,1
21.8774533990872,5,1
27.8016278061394,5,1
14.5832995867674,1,1
25.0955481351491,3,1
21.2686095738855,1,1
16.1261395061332,4,1
18.7930904357675,2,1
16.6139020398965,5,1
23.0886469536202,4,1
9.97166316232364,5,1
15.4571225569617,4,1
14.4002966959256,2,1
18.656999169465,5,1
10.695959771089,1,1
21.7250876932464,2,1
21.6749971812404,2,1
8.72780816331329,3,1
28.4712735151842,4,1
14.8373685661851,3,1
14.3970990735819,2,1
27.6101551032954,1,1
20.0249059301738,3,1
19.3837615598018,5,1
16.7938725896779,2,1
19.5375553963349,2,1
18.2811712512427,5,1
18.6819133587767,4,1
15.8185772652396,2,1
22.921870181345,4,1
17.0965402516432,1,1
27.2560354832226,4,1
29.205124673746,1,1
29.8266451617064,3,1
22.141208196073,4,1
16.094260145567,2,1
18.2812105869806,5,1
23.7259624806118,2,1
15.7908729266751,2,1
25.330014862482,5,1
16.3199104433023,3,1
6.45766336277007,3,1
19.2771908373357,4,1
31.0689879109434,1,1
14.2982709626093,4,1
15.1548979121546,2,1
12.2702890204267,2,1
16.0120238248855,1,1
23.6606209780613,2,1
13.7917693346028,3,1
28.2367651117434,3,1
18.9201018231326,1,1
22.7760013504731,2,1
21.8090774554976,4,1
16.8394515143593,3,1
24.0529482816304,2,1
16.8721192567313,1,1
26.4862782393043,5,1
18.1496138227535,5,1
19.9387423881747,1,1
19.699365988856,1,1
23.2717356926106,4,1
17.0179531692194,1,1
27.0304652040646,2,1
29.7395755533586,4,1
25.8809664943087,2,1
21.9285086837637,5,1
21.7153686637545,4,1
24.4808128220311,4,1
16.4271016552201,5,1
16.454782408284,2,1
15.6295545509787,5,1
20.4248608333745,5,1
20.0861685544822,5,1
21.7775936083932,1,1
24.5588330009552,2,1
18.2733031705015,3,1
11.4377300035694,1,1
18.7507339764047,4,1
31.5095888311864,1,1
29.408137855641,3,1
22.3832252240331,1,1
23.3860475741648,4,1
16.5997727804483,3,1
17.4756627147771,3,1
11.9918255552776,1,1
18.490727512292,1,1
18.0079925920648,2,1
22.6289094023232,3,1
16.4937662048477,1,1
21.0671717970067,3,1
24.5362153067234,5,1
20.5124228042943,4,1
12.6824136009875,4,1
11.7622604805246,2,1
18.2314614929248,4,1
25.339256272328,4,1
18.8380310928907,3,1
24.3863789555281,4,1
16.7210654173592,2,1
21.0657888016446,5,1
19.0572309449748,1,1
14.2039207185333,4,1
16.6495220500415,4,1
15.7334648287322,5,1
18.026706920451,5,1
16.1541151241223,3,1
15.9983954638057,2,1
18.1055155384977,3,1
29.027138656922,5,1
24.2019177709883,4,1
21.3074085261488,3,1
13.5772694463513,3,1
24.9675905581351,5,1
15.4606015343298,5,1
17.3079529520226,2,1
20.5504293568338,1,1
18.9218334677038,1,1
8.74127222880086,5,1
19.6950354428085,3,1
16.256780054703,4,1
20.0625371009213,5,1
22.4028802892774,2,1
14.9323651100999,3,1
15.9296036090226,5,1
20.6293900965986,2,1
14.8207973279122,2,1
21.1421837009597,5,1
25.9733250688408,4,1
27.5589436347088,5,1
20.1753131400114,2,1
25.4152780638776,5,1
16.9085262986788,5,1
20.2525324149028,3,1
16.4364768948826,1,1
16.6051965284017,1,1
31.9259917448271,4,1
25.3436585052435,5,1
16.4665711969693,5,1
28.6284091070501,2,1
25.9938856840808,5,1
18.1785305712159,2,1
21.4575771820894,4,1
23.8698847629847,1,1
15.435906664779,5,1
26.6161315123949,2,1
30.8043106551413,4,1
31.6243104064825,2,1
21.8771427932721,3,1
23.4323234097617,2,1
16.1375586397688,4,1
17.6824788678778,5,1
16.9322953801508,4,1
25.5069395533365,2,1
20.5703124497669,1,1
25.6870955435677,2,1
22.545280777458,2,1
19.9426052024511,3,1
13.0515425140021,5,1
15.3055074394184,4,1
11.6013964830412,1,1
18.476258385984,5,1
20.3937004749019,1,1
21.7612165826578,1,1
20.072458976099,1,1
18.8975488484387,1,1
23.435892127043,1,1
18.3203771688825,4,1
15.8486263055932,2,1
15.9231242153642,5,1
13.0889642936185,4,1
18.2743668249643,4,1
27.4080559388481,5,1
12.2528860454344,4,1
17.8007703067001,1,1
16.3595136514254,1,1
28.6127245787974,3,1
20.0835270005998,4,1
22.9223454857971,2,1
18.127554946563,3,1
25.4373250464276,5,1
16.2378025474915,2,1
18.8126647732751,3,1
17.6074224672614,2,1
25.7003243435476,5,1
11.6102207349157,5,1
23.3546255811342,5,1
16.4406807112727,1,1
25.3822421996982,1,1
24.3240066400508,1,1
18.5620068645052,1,1
22.6493766030053,5,1
25.1064219792807,4,1
20.6979966885076,3,1
25.0031412180367,4,1
23.8033698089289,4,1
16.5858089205094,4,1
21.9526420448969,4,1
13.8578124849793,1,1
17.2185061593594,4,1
26.0778479247575,4,1
18.4484074005832,4,1
24.042095542693,2,1
18.5379349051548,1,1
20.3894187083132,2,1
21.0209556767515,4,1
16.4835311681993,2,1
19.7014198852057,5,1
27.5505241290835,4,1
25.7827075934449,1,1
22.0433008460343,3,1
9.46292846161253,4,1
15.6226801061403,2,1
17.1183836058726,5,1
21.5184248451365,4,1
22.9548306759904,5,1
29.5998103464442,2,1
14.3120802738935,5,1
18.9785693243993,1,1
17.0839725369964,4,1
19.2945164934284,5,1
27.0459056184354,3,1
20.919756591589,4,1
24.801284726232,4,1
21.7318475349918,4,1
8.47846249471432,4,1
23.8722066065389,5,1
19.3717779038281,4,1
15.9246835335321,3,1
15.9085808740094,4,1
22.8945022330025,3,1
18.2267142039903,5,1
19.4592562926385,2,1
25.6231031116612,1,1
21.4853584131952,3,1
24.2523828005014,5,1
25.2759622762702,4,1
21.4291496947623,3,1
16.3892765138376,5,1
20.1000863787004,1,1
11.2939761568284,5,1
22.4150153961649,5,1
25.3167759940576,3,1
23.0473203346527,4,1
20.6571312005658,5,1
20.2941965376631,3,1
20.2722370004995,1,1
26.0722820775512,2,1
22.1580444878911,1,1
21.3633791735441,1,1
14.8775643879185,5,1
28.3274370530898,1,1
24.078609531504,3,1
24.6469238773964,4,1
24.5213985017915,1,1
24.0139178731075,1,1
28.8666101837199,2,1
15.6415116036788,4,1
32.4399882967141,3,0
21.4599860806348,1,1
25.5694585413503,1,1
16.4902220207635,1,1
20.717054738773,3,1
15.073492813627,1,1
23.1258582931863,2,1
16.6613072204784,3,1
24.1938723461333,2,1
17.7005745847272,5,1
13.4428142296588,1,1
20.2921901862724,5,1
18.0545278583556,5,1
19.5124962504489,1,1
24.7256498372763,1,1
22.3599096503321,3,1
21.8126794481188,1,1
16.2991097166506,3,1
17.2329234387129,1,1
21.0557621392022,3,1
18.7889607433403,4,1
19.1044861205801,3,1
18.4024139011853,5,1
14.3216566738629,5,1
20.2910294688851,2,1
23.0456160633468,5,1
22.4961779471669,1,1
22.074498911671,5,1
21.1901383092204,5,1
19.7286452018214,2,1
20.2484681330161,5,1
27.0232151319758,2,1
12.0050179900992,2,1
27.0941353827456,2,1
24.3869483448334,1,1
19.6897413849637,5,1
22.1309289597247,1,1
15.4737469840622,3,1
20.6964359412903,5,1
21.0722987859663,2,1
22.4226909945127,5,1
22.0338484329506,4,1
25.6101321086431,2,1
26.3740896799222,4,1
13.8602698542906,2,1
13.8016927361809,5,1
14.8256004370811,3,1
18.2164929428187,4,1
12.1399040925091,4,1
14.347236990058,5,1
19.8419741950907,1,1
14.4006072777106,5,1
13.2388540509389,2,1
22.5347721149715,2,1
17.766721576649,3,1
22.0321649387839,4,1
15.524775840654,4,1
30.4896472784553,1,1
25.7087397422585,1,1
24.3297966204967,3,1
15.0472571381604,1,1
26.9658917733345,3,1
17.0839475598409,2,1
18.8473054534358,4,1
28.6902372513611,4,1
19.400284628978,2,1
22.0687493354299,2,1
22.52991774031,2,1
15.7116006353443,2,1
24.8922111489708,3,1
18.1561284777182,4,1
23.2382466135778,2,1
25.335620744946,5,1
12.8598894390391,1,1
27.9030823906355,3,1
16.1726756930812,5,1
14.8591535439297,3,1
11.9428467207375,2,1
26.6716854518369,5,1
22.9123715613911,1,1
14.1931176228852,3,1
22.3961614365837,1,1
23.5485209084587,2,1
15.1352982189869,3,1
20.3976743315223,3,1
20.7295817764726,1,1
22.885461630915,2,1
18.7843508073281,1,1
17.7230279811795,4,1
18.9138716643533,3,1
27.0694452230251,4,1
15.5547034454949,4,1
14.9973676177379,4,1
18.2831230238103,3,1
24.2416869804635,1,1
14.919418378082,4,1
22.0978745870531,3,1
14.3599601843156,5,1
14.6216428741615,3,1
21.4279052333073,3,1
14.6004931296422,4,1
13.8832884915387,3,1
19.2349476002191,5,1
27.7614490447721,5,1
14.8324490717715,4,1
20.7846755450514,4,1
21.4987580545878,5,1
20.6363228613921,5,1
14.9913465152487,2,1
18.4298526428384,3,1
17.2711018418041,5,1
26.0509030741374,3,1
8.78324444888008,1,1
33.0454807284984,4,0
8.39520096740168,2,1
11.1370335343609,4,1
24.0351916762476,5,1
19.7182684675444,4,1
20.9756742514741,2,1
17.5533381268065,4,1
27.5933587318753,2,1
21.5491958033008,4,1
25.7904591642811,3,1
25.979914866227,1,1
11.7802148829501,3,1
27.51672227671,2,1
15.0581939671519,3,1
27.1955643376494,4,1
16.2810053159146,3,1
19.2398333359717,2,1
20.4200350624452,3,1
22.7195640120511,2,1
17.8387230202613,3,1
14.6131779898734,2,1
18.2268169688144,1,1
13.307491062541,4,1
14.5165112224495,2,1
25.8749463961628,2,1
24.0379821588075,2,1
20.4219924529291,3,1
20.2447447020686,3,1
19.2844218216907,2,1
12.3814341384216,4,1
25.5769287602255,1,1
22.4970598930127,3,1
11.3165059131833,5,1
15.9380912298544,2,1
16.9278242312895,3,1
15.0934044828313,5,1
23.3335207905695,3,1
17.3736757691825,1,1
16.1391451990714,2,1
27.0557779340698,2,1
19.2211167500632,5,1
14.9695654311262,4,1
18.2099026090318,3,1
16.4609388383767,2,1
22.7420281278359,3,1
23.1194208257668,4,1
21.2761653016733,3,1
20.3963790287465,3,1
19.7936163460961,4,1
16.5281519752136,2,1
23.6253952765828,2,1
21.1706390836809,3,1
26.3634374030724,3,1
23.8169471799725,1,1
16.7667316309199,4,1
17.0011107454826,4,1
27.3746467613815,3,1
23.7265385925276,3,1
17.5067794265678,3,1
18.4388801197806,5,1
24.9013596847235,3,1
25.2748820426102,5,1
12.7863023012411,3,1
19.3951584536479,1,1
19.1110971532162,4,1
17.5880262646439,2,1
14.070281786031,2,1
18.1829366610633,1,1
8.10655935514156,4,1
23.2229562580622,5,1
15.4383029916892,4,1
23.9766639857383,5,1
25.0970875110989,4,1
15.4486843177375,5,1
10.5140216624087,1,1
11.9576595546553,5,1
12.5229079166173,1,1
16.9926922035408,1,1
18.2540447800563,4,1
26.0713409416921,4,1
20.0329405030394,1,1
28.7233757175464,1,1
22.2580958483606,3,1
19.2103456263689,1,1
10.0359671842916,2,1
12.5212636273909,1,1
18.6635679333206,3,1
19.6752087998269,5,1
17.6762657038706,3,1
19.8430381729689,3,1
19.7189441055401,2,1
14.14972084825,2,1
23.8667835286298,2,1
19.4266996925188,3,1
21.4934906574963,1,1
33.7532563006135,4,0
19.021241941173,2,1
13.6026230256564,3,1
12.8162201332564,4,1
24.734758923935,1,1
17.588388813435,1,1
25.4630184623494,3,1
16.1193395143063,3,1
23.8874055213524,4,1
20.4613628886157,2,1
19.0356626206557,1,1
22.3047596103795,4,1
15.48245210235,3,1
14.8806151259754,2,1
16.8761915073712,5,1
20.4361287515421,3,1
19.6531097656033,5,1
24.6946009540684,4,1
14.292301024631,1,1
21.9691519143531,5,1
10.7158972127283,4,1
19.4984247778023,2,1
16.6475115981671,1,1
24.8272426870623,1,1
25.5625678548587,3,1
23.8351749553911,3,1
24.5989343621498,4,1
14.587960658072,2,1
24.0175698746635,4,1
26.3526060484441,4,1
21.0221145642966,3,1
31.3858009527161,1,1
18.3223801104431,4,1
21.5332741409525,3,1
28.3889814704148,4,1
25.6288220135457,4,1
11.463197203706,5,1
20.6124942321053,1,1
16.5682173346328,3,1
18.3446043313522,3,1
12.7989209317754,4,1
20.1888139781485,5,1
32.1805209839711,2,0
11.2342389587277,5,1
16.7664933030413,1,1
9.49547576703842,4,1
18.9224918735336,5,1
18.3205511138723,1,1
19.5175550129729,2,1
17.2885676948758,4,1
12.042467684992,4,1
15.583313570566,2,1
16.3149517725368,5,1
15.7819771871985,2,1
14.619990930588,4,1
14.5078886555584,2,1
24.2704986345749,4,1
25.956099239748,2,1
19.2112201402651,4,1
22.4720109337237,3,1
24.6450253079696,3,1
17.4422071543947,1,1
28.7538072148668,2,1
18.917444877254,2,1
21.1645478565511,3,1
26.7022178048546,5,1
16.7560838197029,5,1
19.0412007070144,1,1
15.4029273540712,4,1
21.9723923847372,1,1
18.3881309786272,2,1
12.5950829496072,4,1
23.0034230839819,3,1
17.7475910730499,1,1
16.4396158311653,5,1
20.7531220567351,1,1
20.9358870003874,4,1
18.1226540780325,1,1
17.3093039293048,4,1
20.2783464658905,3,1
17.464908275255,2,1
24.0927873335269,2,1
22.7517309549383,4,1
23.6804536353941,3,1
15.7137982087084,2,1
14.5322461715425,4,1
14.6280925367891,5,1
25.0981223113383,4,1
27.7158725434063,2,1
14.1105611026921,2,1
23.9978055814732,3,1
10.8411252520723,5,1
28.6347679688755,3,1
12.0419711798667,4,1
17.1392911319608,2,1
20.8236956298661,2,1
16.916227516731,3,1
19.9348445948405,4,1
19.2012697449264,2,1
17.5017399957344,3,1
18.9611051562913,1,1
25.5939461887245,1,1
18.7166207470282,5,1
6.74864501762965,2,1
26.3460165152837,3,1
23.390072793312,2,1
22.3651541420875,3,1
16.3269090174689,4,1
25.4545077962533,4,1
20.5790601995798,2,1
19.5509853108546,5,1
21.6770427391471,2,1
14.3756034716292,4,1
18.9571130349286,3,1
20.2952138803287,4,1
26.5344519002068,4,1
13.5091166503816,3,1
16.9796503581548,4,1
23.4932837682552,3,1
18.1573176090858,4,1
23.3563685665407,5,1
25.2834848465783,5,1
22.7101506506646,4,1
3.86503422633383,5,1
20.0456187010666,1,1
26.3887593036288,2,1
21.4772643422535,4,1
21.9211110340653,3,1
17.2161967622796,1,1
20.9077355151753,4,1
11.233555107865,2,1
16.1376904083151,2,1
14.1887024328931,4,1
24.2740654973664,1,1
30.6820311495453,5,1
19.4044343151864,5,1
17.6507777721239,1,1
16.7784022729648,3,1
30.629873276292,2,1
25.8682755753505,3,1
22.791324656417,5,1
21.3280734034164,1,1
10.5541429468326,4,1
16.1454020393363,5,1
17.0400260491818,3,1
20.3615207862045,2,1
18.3326847795547,4,1
18.5392968871736,1,1
17.6154139143036,1,1
24.2098560047485,1,1
25.6277712561786,4,1
20.3769207420113,2,1
17.711303076036,2,1
19.1612864814292,4,1
18.7229892758766,3,1
13.7265530442988,5,1
16.3926254681028,5,1
21.2722329705928,3,1
22.0394281165474,2,1
21.8022590748616,1,1
22.0313822108634,1,1
15.6358781379903,4,1
21.5224856890128,4,1
23.5940906226023,3,1
12.0335467610545,4,1
26.5042935703249,5,1
26.8586587270741,3,1
14.779488521165,4,1
24.8592146901075,1,1
31.3680963542806,1,1
20.3832110906933,2,1
16.9485509246832,1,1
18.1499807825287,5,1
14.0567576655263,3,1
24.5683798305178,2,1
15.7823622615283,2,1
32.0410172992048,4,0
26.159254403846,5,1
20.661259713938,3,1
35.1541344717311,4,0
20.9117965455144,5,1
19.6589550560245,3,1
29.3015168071434,3,1
19.1954603872538,5,1
30.3618329251843,5,1
15.7590031318549,4,1
18.3502099388638,4,1
23.5651321345654,4,1
20.8237919754755,1,1
22.6052458279635,2,1
15.3912594766921,4,1
15.357833553678,2,1
9.40238054548544,2,1
15.4683783422958,5,1
13.1799924477307,1,1
15.0449209301711,1,1
28.5105593110307,2,1
18.3081874180116,5,1
27.158045104476,5,1
13.3564314644279,2,1
22.7244929975838,2,1
16.1127905683666,3,1
13.3421698266325,4,1
22.664336822004,1,1
26.3710771021277,2,1
17.4625466892421,3,1
23.5600731010863,4,1
13.6763499878644,2,1
24.0863255738089,4,1
22.5428848123702,2,1
18.1597127696168,5,1
27.3892804130199,1,1
20.9745646996463,5,1
13.7429796070486,5,1
25.798599809612,4,1
21.85281120104,5,1
16.1177611526477,2,1
12.0994874238827,3,1
20.404630865125,3,1
23.033203940029,3,1
19.6382593537258,5,1
13.2508919047948,1,1
17.8960151672835,3,1
19.1398993932265,4,1
28.6392893030924,2,1
13.6912874882134,2,1
25.0220337285008,3,1
24.7402487570471,3,1
26.1283968628631,1,1
19.0067928491466,2,1
20.3761252250199,4,1
23.6041874114547,1,1
12.5946642850193,3,1
